Attributes,HeLa.S3.WT.00_h.R1,HeLa.S3.WT.00_h.R2,HeLa.S3.WT.00_h.R3,HeLa.S3.WT.02_h.R1,HeLa.S3.WT.02_h.R2,HeLa.S3.WT.02_h.R3,HeLa.S3.WT.04_h.R1,HeLa.S3.WT.04_h.R2,HeLa.S3.WT.04_h.R3,HeLa.S3.WT.08_h.R1,HeLa.S3.WT.08_h.R2,HeLa.S3.WT.08_h.R3,HeLa.S3.WT.16_h.R1,HeLa.S3.WT.16_h.R2,HeLa.S3.WT.16_h.R3,HeLa.S3.WT.24_h.R1,HeLa.S3.WT.24_h.R2,HeLa.S3.WT.24_h.R3
E1WH17,57.5,87,92.5,5,7,4.5,8,18.5,6,8.5,23,7,23,40,26,73,84.5,97
E1WH18,39,40.5,70,1.5,6.5,0.5,4.5,8,1.5,8.5,9,5.5,19,24.5,21.5,48,67,80.5
E1WH19,53.5,61.5,55.5,3.5,8.5,1.5,7.5,7.5,4.5,7.5,19,10.5,25,23,21.5,67.5,77.5,80
E1WH20,56.5,71.5,39,2.5,6.5,1.5,11.5,18,2,5.5,10.5,8.5,22,27,22,43,60.5,67.5
E1WH21,49,64.5,39,7,3,2.5,6,12,4,4.5,11.5,18.5,23,24.5,28.5,63.5,87,101.5
E1WH22,24.5,32.5,20.5,3.5,4,0.5,6,21,4,9.5,18.5,10.5,20.5,26,25,57.5,82,91
E1WH23,112,164,202.5,15,23,5,21.5,46,14.5,26.5,53.5,27.5,65.5,85,69,178,223.5,248.5
E1WH24,53,83.5,121,6,9,3.5,6.5,16.5,6,17,29,12.5,47,52,41,138,166,187.5
E1WH25,53,67.5,75,7,5,4.5,13.5,18.5,3,15.5,29,19,43,55,51.5,157,176,202
E1WH26,55,67,70,10,9,0,13,24.5,5.5,9,16,11,36.5,49,43,158,178,200
E1WH27,22,27.5,33,2.5,5.5,0,3,10,2,7,8,3.5,17.5,33,24.5,79,98,155.5
E1WH28,20.5,20.5,27.5,2,1.5,2,5,9.5,3,2.5,6,2,11,18,15,58,73,85.5
E1WH29,26.5,27,24,1.5,2,2,3,9,3,7.5,11,4.5,23,30.5,31,174.5,196.5,240.5
E1WH30,54.5,70,61,1,5.5,2,8.5,10,3,5.5,16.5,15,31,45,44.5,270,286,335
E1WH31,152.5,190.5,152,9.5,18,14,21,39.5,11.5,15,28,25,40,50.5,44,228.5,248.5,299.5
E1WH32,1.5,0.5,2,0,0,0.5,0,0,0.5,2,0.5,0.5,1.5,2.5,4,27,21.5,32.5
E1WH33,2,0,1.5,0,0,0,1,0,0.5,0,0.5,0,1.5,3,1,11,10,10
E1WH34,2,1,2,0,0.5,0,0,0,0.5,0,0,0.5,2,2,2.5,19,16.5,21
E1WH35,1,0.5,1.5,0,0,0,0.5,0,0,0.5,0,0.5,3,2,4.5,33.5,28.5,32.5
E1WH36,3,1.5,2,0,0.5,0,0.5,0,0.5,0,0.5,0.5,1.5,2,5,20,30.5,35.5
E1WH37,0,1,0,0,0.5,2.5,0.5,0.5,0,3,2.5,0,4.5,4.5,1,21,40,24
E1WH38,2,1,1,0,0,0.5,0,0,0,0,0.5,2,3,0,2.5,14.5,16,28.5
E1WH39,1.5,0,1.5,0,0,0,1,0,0,0,1,0.5,2.5,0.5,2,20,18.5,28.5
E1WH40,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,3,9,6.5
E1WH41,0,1.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,1.5,2.5,17.5,19,20.5
E1WH42,2.5,0,1.5,0,0,0,0.5,0,0,0,1.5,1,3.5,6.5,6,18,22.5,35.5
E1WH43,0,1.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,9,5,16
E1WH44,0,1.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,5.5,1,3,24.5,17,34.5
E1WH45,1,1.5,2,0,0,0,0,2,0,0.5,1,0,2,3.5,3.5,24.5,32,31.5
E1WH46,2,1.5,1.5,0.5,0,0,0,0.5,0,0.5,1.5,0,4,2.5,1,14.5,18.5,23.5
E1WH47,1,0,0,0,0,0,0.5,0.5,0,0,0,0,2,0.5,1,4.5,6,8.5
E1WH48,5,3.5,5,0,0.5,1.5,7,0,0.5,1,4.5,0,4,11,2,36.5,38,30.5
E1WH49,6,2.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,5,4,6,35.5,52.5,43.5
E1WH50,1.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,7,9,7
E1WH51,3.5,0.5,0,0.5,0,0,1.5,0.5,0,0.5,0.5,0.5,1,1,3.5,13,20.5,20.5
E1WH52,23,31,39,1.5,3.5,0.5,3.5,6.5,2.5,4.5,5.5,8.5,9,15.5,15,71.5,65,105
E1WH53,87,102.5,114.5,9,8,6,10,31,11,14,17,28,47,58.5,57.5,228.5,258.5,319
E1WH54,27,35,55.5,4.5,1.5,4.5,3,11,2,2,6.5,6,13.5,14,15.5,58,75,86.5
E1WH55,17,24.5,16.5,0.5,1,0.5,2.5,2.5,0,6,7,2.5,9,11.5,10.5,36,51.5,48
E1WH56,27.5,33.5,17.5,2.5,1.5,1,3.5,11.5,0.5,6,17,9,24.5,28.5,16.5,93.5,105,109.5
E1WH57,1,4,3.5,0,1,0,1,0,2,1.5,2,2.5,3,3,4.5,16,15.5,17
E1WH58,6,5.5,5,0,0.5,0.5,0.5,0.5,1,2,1.5,0.5,6.5,12.5,11,81,110.5,129
E1WH59,5,2,4.5,0,1,0,0,2.5,0,1.5,1,0,3,1.5,4,30,37,47.5
E1WH60,8.5,8.5,8,0,2.5,0,1.5,1.5,0.5,1,1,0.5,3,9.5,10.5,55,71.5,77.5
E1WH61,11,13.5,11,0,0.5,1,2,3,0.5,0,5.5,3.5,7,4.5,6.5,51,56.5,75
E1WH62,19.5,23.5,9.5,1.5,2,0,2.5,2.5,1,4.5,11.5,4,13,12,10.5,57,51.5,67.5
E1WH63,32.5,35,26,6.5,7,0,7,16.5,6.5,7,11.5,10.5,21.5,27,23.5,99.5,124,161
E1WH64,12,17.5,9.5,3,3,0.5,2.5,4.5,2.5,3.5,5,5,9.5,11.5,7.5,40.5,32,51
E1WH65,0.5,0.5,1,0,0,0,0.5,0,0,0,0,0,1,1,1,11.5,11.5,10.5
E1WH66,0,2,1,0.5,0,0,0,0.5,0.5,0,1,0.5,2,5.5,1.5,8.5,15.5,18.5
E1WH67,8,7,7,0.5,0,0.5,0.5,4,1,1,2,1,7.5,13.5,11,67,81,81
E1WH68,4,14,12,0,0,0,1,2,1.5,2.5,0.5,2,12,16,16,117.5,119.5,157
E1WH69,0.5,3.5,3.5,6,4.5,3,10.5,10.5,8,6,17.5,12.5,17,20,22.5,71.5,83,105.5
E1WH70,2.5,1,2.5,12,11.5,5,20,42.5,9,16,43,30,46,67.5,53,149,159.5,188
E1WH71,2,2.5,5,9,12,3.5,17.5,20.5,9,14,24.5,27.5,36.5,41.5,49.5,89,112.5,128.5
E1WH72,0,0,0.5,0.5,0,0,1,0,0,0,0,0.5,0.5,0,0,2,1,4.5
E1WH73,7.5,12,4.5,2,2.5,0.5,3.5,2.5,0.5,4.5,19.5,5,18.5,21.5,14.5,51,65,75.5
E1WH74,11,9.5,7.5,4.5,7,0,9.5,24.5,7,15.5,41,14,45.5,32,25.5,89.5,74.5,89.5
E1WH75,2,2.5,2,0.5,0,0,1,1,0,0.5,2,2,3.5,1,1.5,17.5,16,28
E1WH76,11,4,4.5,3,3,0.5,2,16.5,4.5,6,9.5,12.5,15,20,26.5,57,61.5,61
E1WH77,2,2.5,3,0,0.5,0.5,0.5,3,2.5,0.5,6.5,0.5,4,6.5,9,44,54,50
E1WH78,18,18.5,11,1.5,2.5,0,5.5,4.5,2,1.5,6,3,13,15,13,92,95,122
E1WH79,4,3,4,0.5,0.5,0,0,2,1,0,1,0.5,6.5,9,14,72,85.5,104.5
E1WH80,4,9.5,3.5,0,0,0.5,1,1,1,0,2,1,5.5,10.5,13.5,91,108,149.5
E1WH81,8,10.5,6.5,2.5,0.5,2,0.5,3,1.5,2,4.5,4.5,8.5,9.5,10,33.5,47.5,64.5
E1WH82,2,4,0,0,0,0,2.5,0,0.5,0,0,1,5.5,3.5,13.5,91,104.5,97.5
E1WH83,4,5,2.5,1,0,0,1,2.5,0.5,0.5,1,0.5,5,10.5,15,101.5,125,150
E1WH84,0,0.5,0,0,0,0,1,0,0.5,0.5,0,0,0,1.5,3,19,17.5,18
E1WH85,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,4.5,10.5,7.5
E1WH86,0.5,0.5,1.5,1,1,0,1.5,0.5,0.5,0,1.5,2,0.5,2,1.5,8,6.5,11.5
E1WH87,49,53.5,106.5,4,8,3.5,9.5,9,4.5,8.5,23.5,8,31,37.5,32,121.5,136.5,178
E1WH88,56.5,76.5,79,5.5,4.5,3.5,12,22,5,10,19,11,41,52,61.5,248.5,272.5,314
E1WH89,4,3,1,0,0.5,0,0.5,0,0,1,0.5,0,3,3,4.5,18.5,25.5,31
E1WH90,9,11.5,4,0.5,4,0.5,1.5,5.5,0,1,5.5,0.5,6.5,3,6,34,46,47.5
E1WH91,17,30,21.5,0.5,2.5,0,3,7,2,4,5.5,2.5,8,10.5,11,57,72,72.5
E1WH92,3.5,4.5,3.5,2.5,2,0.5,1,7,2.5,7.5,6.5,1,7.5,10.5,8,19.5,26,30.5
E1WH93,3,11.5,7,3.5,4.5,5,5,15.5,4.5,8.5,16,11,14,25,22,51,73.5,75
E1WH94,2.5,3,4,3.5,1,0,5.5,12,2,8.5,16,10.5,19,21,21,38.5,41.5,41.5
E1WH95,17,17.5,22,0.5,2.5,0,3,6,2.5,0,3,5,4,3.5,9,27.5,35.5,37.5
E1WH96,8.5,11,14,0.5,1.5,1.5,1.5,0.5,1,5,6.5,6,9.5,7.5,20,76,82,125.5
E1WH97,11.5,12.5,23,2,0.5,3.5,1.5,3,1,6.5,8,2,11.5,12.5,16.5,67,74.5,91
E1WH98,11,24,20.5,1,1,4,5.5,11.5,2,5.5,10.5,7.5,13.5,16,17,38,40.5,66
E1WH99,16.5,19.5,21,0.5,1.5,0.5,5.5,5.5,2.5,5,5.5,6,9.5,10.5,9,24,30.5,34
E1WHA0,21.5,27.5,26,6.5,3.5,1,10,6.5,7,8.5,16.5,8,23,25,16.5,68,76,90.5
E1WHA1,25,49.5,33,4,4,1.5,9.5,12,2,11,21,12,23,22.5,22,69,80,99
E1WHA2,15,20,23.5,2.5,5,2,9,5.5,3.5,6.5,8.5,9,8.5,17,21.5,51,52,79.5
E1WHA3,2.5,2,1,2.5,2,0,3.5,10,0.5,4.5,11,9,14,21,35,57,58,75.5
E1WHA4,3,5,2,0.5,0.5,0,1,3,1,1.5,1.5,3,1,5,11,14.5,21,27
E1WHA5,2,2,4.5,0,1.5,0,0,0,0,0.5,3,0.5,7.5,9.5,4,36,46,43.5
E1WHA6,1.5,2,3,0,0,0,0,2,0,2.5,7.5,0.5,7,9.5,3.5,25.5,29,34
E1WHA7,11.5,15,12.5,1,2,1,2.5,5.5,2,1,3,8.5,11,11,12.5,59.5,64.5,85.5
E1WHA8,2.5,7,5.5,0,3.5,0.5,0,5,1.5,2,1.5,2.5,4.5,5.5,6.5,25,25,27
E1WHA9,1,1,3,0,0,0.5,0,3,0,0.5,2,2.5,3.5,4,3.5,14.5,10,15.5
E1WHB0,0,3,2,0,0,0,0.5,2,0,0.5,1,2.5,2.5,4,5,6,2.5,7
E1WHB1,0,3.5,2.5,2,0,0.5,0,0,0,1.5,2,1,4.5,5,4,7.5,8,10.5
E1WHB2,1,0.5,0,1.5,0,0,0.5,2.5,0,1,0.5,1.5,0.5,0.5,4,10.5,9.5,13.5
E1WHB3,4,4.5,5,2,1.5,0,4.5,0.5,1,0.5,1,1.5,5,7.5,9.5,54.5,61,61.5
E1WHB4,16.5,14.5,13.5,0.5,2,1.5,2,6,3,2.5,5.5,1.5,6.5,8,11.5,46.5,60.5,63.5
E1WHB5,5,5.5,4,0,2.5,0.5,1.5,5,1,0,1,1.5,5.5,1.5,5.5,30.5,37.5,37
E1WHB6,3.5,4.5,4,2,0.5,2,3.5,3,3,5,4.5,6.5,7,10,9.5,38.5,50,69.5
E1WHB7,36,30,40.5,1.5,3.5,1.5,2,4,4,2,7.5,8.5,15,21,9.5,57.5,60,97.5
E1WHB8,1.5,1,1.5,0.5,0.5,0,0.5,0,0,0,3,0,2,1,0,0.5,3.5,6.5
E1WHB9,1,0.5,1,0,1,0,1,0,0,0,0,0,1.5,3,2.5,13.5,24,21
E1WHC0,6,9.5,6,0,0,1,1,3,1,9.5,4,2.5,7,7,6.5,53,44,38.5
E1WHC1,16,21.5,4,2.5,4,0,4.5,7,4,3,12.5,3.5,23.5,21.5,12.5,35.5,33,41
E1WHC2,8,3.5,1.5,5.5,4,3,12.5,24.5,5.5,12,25,8.5,34.5,40,20.5,53,64,63
E1WHC3,9,16.5,8.5,13,16,9,26,41,14.5,20,49,20,59,60.5,23.5,54.5,51,59
E1WHC4,5.5,2,3,0,0.5,0,2,8.5,1,3.5,8.5,4,8.5,10,5.5,30.5,32,33
E1WHC5,27.5,30,20.5,2,0,0,0.5,6,1,2,8.5,7,12,12,13,48.5,47,62
E1WHC6,17.5,22,27.5,2.5,0.5,0,2.5,3,1,3,7,1,3.5,7.5,9,38,39,53
E1WHC7,24.5,26.5,28.5,11,20.5,8.5,20.5,30.5,13,23.5,53.5,31.5,62,74,41.5,78,85.5,105.5
E1WHC8,11.5,13,7.5,2,2,3.5,3.5,6,5.5,8,11.5,7.5,16.5,17,24.5,39.5,56,60
E1WHC9,4,8,5,0,1.5,2,2.5,2.5,3,2,3,2.5,9,8,8.5,42,48,54.5
E1WHD0,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,10.5,8.5,15
E1WHD1,4,4,6,0.5,0,0,0.5,1,1.5,0.5,1,1,3,6.5,5.5,24.5,36,36
E1WHD2,101,132.5,109,4.5,3,0.5,9.5,37.5,2.5,7.5,20,5.5,64,102,69.5,456.5,455.5,601.5
E1WHD3,41.5,62,71,7,8,0.5,9.5,24.5,8,11.5,16,13.5,20.5,32.5,29,94,107.5,146
E1WHD4,14.5,20.5,18,1.5,3.5,0.5,5,1,1,1,4,4.5,10,16,13,43.5,65,66
E1WHD5,3.5,15,5.5,0.5,0,0,1.5,1.5,0.5,2.5,1.5,0.5,4.5,4,10,42,44.5,65.5
E1WHD6,17.5,11.5,15,0,1,1,0.5,5.5,1.5,2,8,1.5,7,7.5,8,30,24,30.5
E1WHD7,19,25,42,5,8.5,4,11.5,20,7.5,9.5,20.5,7.5,25.5,29.5,20,111,112,154.5
E1WHD8,11.5,19,19,6,7.5,1.5,14,23,7.5,9.5,14.5,5.5,22.5,23.5,25,120.5,129.5,139
E1WHD9,38,50,54,17.5,19,3,43,63,14,14.5,40,19.5,40,33.5,55.5,277.5,283.5,261.5
E1WHE0,9.5,13.5,9,0.5,1,0,0.5,5.5,0,1.5,1,2,3,4,5.5,34.5,31.5,53
E1WHE1,2.5,6,3,0,0,0.5,0,1,1,0,0.5,0.5,3,2,2,16,17,22.5
E1WHE2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,3
E1WHE3,1.5,6.5,5,0.5,0,0,2,2.5,0,0.5,2,0,6,3.5,2.5,7,10,12
E1WHE4,9.5,25.5,19,0.5,1.5,0,5,9,1.5,3,8,2.5,10.5,14.5,12,48,60,68.5
E1WHE5,12.5,13.5,21,1,6.5,1.5,6.5,8,3.5,3.5,10,6,15,14.5,22.5,58.5,59,84.5
E1WHE6,16.5,19,23,5.5,6,0.5,7,11,3,5.5,10,13.5,28,27,19,85,73,123.5
E1WHE7,331.5,418,251,29.5,43.5,8,63,103.5,28.5,43.5,98.5,68,110.5,114.5,71,222,304,327
E1WHE8,43.5,56,53,6,9,5.5,5.5,21.5,12,53,152.5,29.5,157.5,186.5,134,572.5,658,737
E1WHE9,18,32,30.5,2.5,3.5,2.5,2,6,2,3,10,9,4.5,17,16.5,55.5,70.5,89
E1WHF0,22.5,17.5,12.5,5,3.5,2,6,15.5,4,9.5,17.5,7,21.5,27.5,33,83,80.5,113.5
E1WHF1,12,14.5,15,2.5,2.5,5,3,5.5,3,5,10.5,11,12.5,19.5,12.5,46.5,45,73
E1WHF2,13,17.5,33.5,7,5.5,4,12.5,17.5,9,18,32,19.5,48,50.5,69.5,243,301.5,395
E1WHF3,7,7,6.5,20.5,21.5,8,23,46,17.5,17.5,42.5,38.5,71,88.5,71,213.5,219,328
E1WHF4,7.5,15.5,16.5,0.5,1,0,0.5,2,1,2,5,4,4,4.5,9,28,39,43
E1WHF5,13.5,15.5,9.5,2,5,0,2,1,1,1.5,3,3,7.5,9.5,5.5,32.5,37,33.5
E1WHF6,12.5,23.5,26,2,0.5,2,2,9.5,1.5,4.5,9.5,4,8,15,15.5,85,89,112
E1WHF7,94.5,126.5,146,16.5,20.5,0,21.5,27.5,8,15.5,26.5,6.5,83.5,118,103,557.5,637.5,658.5
E1WHF8,12,20.5,16,7.5,4,1,6,11.5,3,10.5,20.5,7.5,29,36.5,35,200,230.5,235
E1WHF9,15,33.5,24.5,8,6.5,1,9.5,21.5,5.5,8.5,16.5,10,37.5,32.5,38.5,139.5,160.5,201
E1WHG0,61,83,45.5,3,4.5,1.5,8,13.5,3,1.5,3,8.5,9.5,13.5,13,34,44.5,92
E1WHG1,79.5,106.5,81.5,6.5,6,3.5,13,17.5,6.5,6.5,14,17,22,27,30.5,110,122.5,159
E1WHG2,6,7.5,7.5,1.5,0,0.5,2,2,0,0.5,6,2.5,5,4.5,4,30,37,45
E1WHG3,4,6.5,8.5,0.5,0,0,2,1,0,1,3,3.5,2.5,2.5,6,19,26,30.5
E1WHG4,10.5,27,14.5,0,2.5,0,0,1.5,0,0.5,1.5,2.5,9,9.5,21,141,147,175.5
E1WHG5,11,14,7,2,4,4.5,11.5,18.5,2,2.5,3.5,11.5,39,22.5,48,250,274.5,420.5
E1WHG6,2.5,1.5,4,0.5,0,0,0,0,0.5,0,1.5,0.5,6,6,12.5,74,69.5,99.5
E1WHG7,1.5,5.5,3.5,0.5,1,1,0.5,3,1,1,2.5,1,3.5,4.5,8,26,37.5,55
E1WHG8,2.5,0.5,1,0,0,0,0.5,0.5,0,0,0,0,1,1,4,9,23.5,23
E1WHG9,3.5,6,6.5,0,1,0,2,4,0.5,0.5,0,1.5,1.5,6,6.5,41,45.5,50
E1WHH0,2.5,1,1,0,0,0,0.5,0.5,0,0,0,0.5,0,3.5,1,11,16.5,15
E1WHH1,0.5,3,4.5,0.5,0,0,0,1,0.5,1.5,0.5,0,2.5,2.5,7,34,40.5,38.5
E1WHH2,0,0,1.5,0,0,0,1,0.5,1,2,0,1,0,1,0.5,12,9,13.5
E1WHH3,19,17.5,6.5,4.5,1,1.5,4.5,11.5,0.5,3,5.5,4.5,7,10.5,13.5,63.5,73,78.5
E1WHH4,3,1.5,1,1,0,0,0,1.5,0,1,0.5,1.5,3,2,4,35.5,28.5,31
E1WHH5,16.5,27,18.5,4.5,5,2,8.5,10.5,5,12,12.5,10,47,49.5,57.5,275.5,334.5,407
E1WHH6,25,31.5,22.5,6,5,0.5,18,18.5,7.5,10.5,7.5,11.5,42,65.5,60,252,319.5,390
E1WHH7,5.5,4.5,3,10,6.5,2,36,58.5,19,61.5,121.5,64.5,103,154,112,152,182.5,203
E1WHH8,29.5,31,38,0.5,3.5,0,3.5,9,6.5,10.5,18.5,12,30.5,27,32.5,116.5,114.5,172.5
E1WHH9,34.5,35.5,23.5,1,5,0,6,15.5,1,6,8,8.5,15.5,12,17.5,76.5,80.5,89.5
E1WHI0,112,137,205,13,11,9.5,32.5,51.5,22,38,59,44,126,134,113,545,568.5,615
E1WHI1,118.5,137,126,10,18.5,4.5,20,43,10,9.5,32.5,21.5,87,82.5,90.5,417.5,489,580.5
E1WHI2,38,59.5,70,4,9.5,1,17.5,23.5,5,15,31.5,16,52,61.5,51,220.5,222.5,257
E1WHI3,25.5,28.5,25,3.5,4.5,2,5.5,10,2,14,10,4,17.5,20.5,27,99,115.5,108
E1WHI4,25.5,29,42,1,1,1.5,8.5,3,1.5,6.5,8.5,6.5,17,20,17,107.5,111.5,126
E1WHI5,29,28,32,1,1.5,0,4,10.5,1.5,3,5.5,5,12.5,15,20.5,69,91.5,112.5
E1WHI6,34.5,39.5,34,2.5,6.5,2,6,7.5,5,9.5,6.5,4.5,23.5,32.5,25,102,105.5,116
E1WHI7,53.5,53,32.5,3.5,5,1,5.5,18,0.5,7.5,7.5,5.5,24,21.5,18,79,91.5,89.5
E1WHI8,25,34,33,4.5,7.5,1,6.5,11.5,8,15.5,17.5,13.5,21.5,39.5,25,77.5,86,83.5
E1WHI9,92.5,104,123,9,9,6.5,8.5,16,6,7.5,13.5,15,39.5,43,45.5,130.5,146,189.5
E1WHJ0,6,6,10.5,1,1,1.5,2.5,2.5,1,1.5,2.5,2,9,8,4.5,15.5,13.5,24.5
E1WHJ1,22,18,23.5,6.5,11,1,8,12,5.5,14,26,8.5,24.5,32.5,18.5,38.5,53,45
E1WHJ2,1.5,1,0.5,0,0,0,0,1,0.5,0,1.5,0.5,1.5,0.5,2.5,19,16,17.5
E1WHJ3,79,90,99,18,19.5,9,42.5,95,19,29,56,30.5,37,57,30.5,87.5,96,134.5
E1WHJ4,73,91.5,70.5,12,20.5,4,25,55,13.5,9,23,19,15.5,19.5,12.5,21,23,40.5
E1WHJ5,43,59.5,63.5,6,12.5,7.5,21.5,36.5,10,12.5,21.5,13,17,22.5,8.5,39,31.5,46
E1WHJ6,24,33.5,64.5,6,4,2,6,6.5,6,11.5,9,8,28.5,27,28,108.5,104.5,117.5
E1WHJ7,37,44.5,56,3,3,2,10.5,13.5,6.5,13,23.5,11.5,44.5,43,38,166.5,175,180.5
E1WHJ8,41.5,49,59.5,3.5,5.5,0,8,14,4.5,12,18.5,16,32,34,45,180,204.5,238.5
E1WHJ9,29,41.5,28,3,3,1,2,5.5,6.5,5.5,8.5,7,12,23,20,86,102.5,121
E1WHK0,193.5,243.5,112.5,75.5,78.5,25.5,92.5,130.5,28.5,25,82.5,119,156,156,232,570,617.5,749.5
E1WHK1,4,2,10,0,1,0,1,1,0.5,1,2,0,6,8.5,8.5,46,40,69.5
E1WHK2,66.5,79,110.5,5.5,6.5,5,19,25.5,11,22,43,27.5,69,77.5,57,195.5,200.5,260
E1WHK3,24,27.5,42.5,2,5,2,6.5,11,6.5,18.5,21.5,13,29,38.5,35.5,136,164,193
E1WHK4,13,14.5,16,1,2,1.5,7,2,2.5,2.5,2,2.5,6.5,16,7.5,71,62.5,83.5
E1WHK5,31,41,46,3,1,2,10,10,3.5,9.5,8.5,6.5,24,32.5,34,153,150,189
E1WHK6,1,1.5,2,0.5,0.5,0,0.5,1.5,0.5,0,0,1,2,3.5,1.5,12.5,11.5,14
E1WHK7,22,22,38,3.5,2.5,0.5,2.5,10,2,7.5,5,3,7.5,9.5,8,41,42,84.5
E1WHK8,256.5,354.5,448,38,51.5,15.5,81.5,113.5,30,79,145,68,157,207.5,141,232.5,307.5,299.5
E1WHK9,224,315.5,348.5,21,41,15.5,46,101,28,29,82.5,59.5,120.5,151.5,151,619,626,780.5
E1WHL0,108.5,152.5,114.5,9.5,17,9.5,22,54.5,11.5,11,27.5,34.5,40,47.5,67.5,212.5,240,306
E1WHL1,0.5,0.5,1,0,0.5,0,1.5,2,1.5,1,1,0.5,1.5,2.5,1,7,7,9
E1WHL2,0.5,1,0.5,2,0,0,0,0,0.5,0,1.5,0,1,2,1,4.5,4.5,6.5
E1WHL3,2,2.5,2,0.5,1.5,0,0,0,0.5,0.5,1.5,0,2.5,1.5,1,5.5,9,6.5
E1WHL4,1,4,4,0.5,1.5,3,2,2,0.5,0,5.5,2,4.5,5,6,15,17.5,18
E1WHL5,2,2.5,1,0,0,0,0,0,1,1,0.5,0,0.5,2,2,6.5,10.5,11
E1WHL6,104,137,187.5,10.5,14,10,22.5,29.5,10,23,49,24,87.5,78,40,143,157,213
E1WHL7,33,37,33.5,6.5,6,2.5,10.5,11.5,5,3,15,14,34.5,29,29.5,137,181,152
E1WHL8,38.5,51,51,2.5,7,3.5,7,20.5,7,8.5,16,9,32.5,30,23.5,86,105,107
E1WHL9,4,6,4,0,0.5,0,1,2,1,2.5,2.5,1,4.5,7,8,35.5,39.5,41.5
E1WHM0,1,0.5,0,1,0,0,0,0,0,0.5,0,0,0.5,0.5,4,10.5,13.5,12
E1WHM1,3.5,4,4,0,1.5,0,0,0,0,0,1.5,0.5,1.5,2,4,28.5,33,32.5
E1WHM2,0.5,7,2,0,0.5,0,0,2,1,0,0,1,1,3.5,5.5,33.5,32.5,35
E1WHM3,37.5,93.5,59,4,3.5,9,6.5,11,8.5,12,51.5,50.5,110,130.5,97.5,523,499,776
E1WHM4,45.5,60.5,40.5,2,6.5,3,10,10,4.5,2,14,15,23.5,24.5,26,85,79.5,106.5
E1WHM5,1.5,1,0.5,0,0,0,1,0,0,1,0,1,3.5,4,3,36,29,33
E1WHM6,86,95.5,124,14,26.5,9,16.5,43.5,5,24.5,50,16,73.5,75.5,57.5,233,255.5,298
E1WHM7,7,12.5,7.5,0.5,2.5,0,1,2,1,2.5,3,1,5,3.5,6.5,18.5,36.5,35
E1WHM8,49,45.5,32,0,0,0,4.5,2.5,2,2.5,5.5,1.5,14,18.5,20,78,106.5,124.5
E1WHM9,85.5,135.5,103.5,4.5,7,1.5,15.5,17.5,4.5,9,32.5,11.5,95,139.5,122.5,813.5,869.5,774.5
E1WHN0,6.5,10.5,16.5,5,5.5,3.5,5.5,14.5,5.5,11,25,20.5,33,37.5,50,66.5,68.5,86.5
E1WHN1,5,4.5,5,0,0.5,1,1,1,1,0,0,1.5,5,7,6.5,38.5,41,38.5
E1WHN2,4,6,6,0,0.5,0,0.5,1.5,0,0.5,1,1,4.5,4.5,4,29,29.5,38.5
E1WHN3,19.5,31.5,27,2,3,0,6,8,3,5.5,10,4.5,18,21.5,23,68.5,76.5,76.5
E1WHN4,15,24,31.5,2,3.5,1,5.5,1.5,2.5,6,8.5,6,16.5,14.5,14,55,73,76
E1WHN5,31.5,43,28.5,2,5.5,1,5.5,8.5,2.5,5,7.5,9.5,11.5,17.5,12,35.5,46.5,64
E1WHN6,20.5,18.5,23,1.5,4.5,0,4.5,5,0,4,6.5,5,10,14,5.5,42.5,33.5,44.5
E1WHN7,3,4.5,3,0.5,0,0,1,0.5,0.5,0.5,3.5,1,8.5,5.5,3.5,27,29.5,25.5
E1WHN8,5,4.5,5,0,0,0,0.5,4,1,0,0.5,0,1,5,0.5,9,16.5,23.5
E1WHN9,26,35,30.5,4.5,3.5,3.5,6.5,8.5,2.5,2.5,8.5,2.5,10,14.5,10.5,53.5,75.5,67
E1WHP0,16.5,29,32,2.5,3,6.5,2.5,8,2,3.5,9,2.5,16,21.5,17.5,76.5,98,114.5
E1WHP1,10,21.5,21.5,0,2.5,3,0.5,1.5,1.5,2,2,4,5.5,10,5,27.5,35.5,34
E1WHP2,19.5,19.5,22.5,1,1.5,0,2,5,2,1.5,9.5,2,19,9,16.5,76.5,88.5,109
E1WHP3,23,44,36.5,1.5,3.5,0,6,6,2.5,7,7,7.5,16,22.5,19,78.5,77,94.5
E1WHP4,2.5,3,2.5,1.5,0.5,1,1.5,3.5,0.5,1,2.5,3.5,6.5,7,5.5,34.5,43,40.5
E1WHP5,4.5,15,14.5,0,0.5,0,3,3.5,2,3,3.5,26,11.5,12.5,15,84,88,91
E1WHP6,14.5,15,27.5,4,8.5,2.5,11,18,11,21,36,23,92,99.5,108,425,467.5,520.5
